user_id,full_name,balance,currency_code,currency_name,card_number,purchase_history,last_purchase_date,account_open_date
276,Alane Haith,665800.42,GBP,Australian Dollar,3531304294171986,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",6/22/2021,4/13/2018
277,Gwendolen Longcaster,380197.02,AUD,Australian Dollar,3532623623046083,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2/5/2019,10/4/2021
278,Katusha Petrecz,112923.81,JPY,Euro,201536926853862,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",9/6/2019,10/15/2021
279,Cheston Franckton,584125.55,EUR,Australian Dollar,3537275384465450,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",8/6/2021,5/9/2020
280,Tiff Allso,266560.01,JPY,US Dollar,30105956127329,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",5/20/2020,5/27/2011
281,Alfonse Struis,486780.49,USD,British Pound,3563254705498828,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,9/16/2020,11/18/2015
282,Madeline Hawking,456022.11,AUD,British Pound,3558769583324678,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",9/21/2020,8/8/2015
283,Bonita Blaschke,810744.73,GBP,British Pound,6378999647577836,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",5/2/2021,9/30/2013
284,Carlie Clifford,639469.19,JPY,Japanese Yen,30106274227304,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,7/28/2021,1/25/2017
285,Any Blyth,800983.61,AUD,Japanese Yen,337941765624233,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",10/17/2019,1/15/2013
286,Zarla Gibbieson,317277.91,GBP,Euro,3541812876931823,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",9/12/2020,8/27/2011
287,Nichole Durrans,55047.42,EUR,Euro,6331101822758954901,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.",10/5/2021,12/3/2019
288,Othilie Nuscha,706307.05,AUD,US Dollar,4017951862779227,"Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",11/11/2019,10/4/2018
289,Eric Pietraszek,967386.82,JPY,Euro,50183548362712848,Phasellus in felis. Donec semper sapien a libero. Nam dui.,8/5/2020,2/5/2020
290,Ayn Le feuvre,550106.47,JPY,Euro,4041599669282646,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",10/24/2021,8/3/2019
291,Karia Bygott,362260.42,AUD,British Pound,6759782613292653861,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",4/17/2019,6/21/2018
292,Abbe Danzey,671733.05,USD,US Dollar,3555504639533581,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.",10/21/2019,11/25/2012
293,Sidonnie Blasi,181021.02,GBP,Australian Dollar,3548570698368599,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",12/11/2021,9/23/2020
294,Sidoney Waterhouse,110538.78,USD,Japanese Yen,30569713920716,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",7/2/2019,11/19/2016
295,Godard Foskin,367619.1,USD,Euro,5100176655133953,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1/1/2019,4/11/2018
296,Monah Falks,107628.61,JPY,Japanese Yen,3578213940278299,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",3/25/2019,5/3/2017
297,Fin Hache,453871.33,EUR,Euro,3559226574012605,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",5/14/2020,8/8/2016
298,Robby Kowal,62084.01,AUD,Japanese Yen,3567065906193034,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1/8/2020,8/7/2014
299,Barnard Amorts,438206.47,AUD,British Pound,5100142811996048,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,12/7/2019,5/9/2016
300,Sayre Frohock,919752.57,JPY,Japanese Yen,3586272259947431,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,5/22/2019,1/24/2013
301,Mitchel Fortoun,466801.33,JPY,Euro,3563473469367835,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",7/7/2019,12/9/2012
302,Merrick Well,449061.21,JPY,Japanese Yen,5292303532661539,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",8/11/2021,7/29/2020
303,Brietta Rijkeseis,444467.05,JPY,Australian Dollar,491184773472824763,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",10/19/2021,3/18/2017
304,Inge Guirard,300076.93,AUD,US Dollar,3552998350081718,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,8/25/2020,1/3/2018
305,Zared Missington,793931.0,JPY,Australian Dollar,5602221252757524,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",9/30/2019,2/4/2014
306,Rutger Reiglar,924786.4,GBP,Australian Dollar,3555059987425435,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,7/31/2019,7/1/2019
307,Dona Kerr,721528.27,JPY,Japanese Yen,4911024635019398659,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",6/24/2021,9/27/2019
308,Lorianne Houlison,57822.59,JPY,Australian Dollar,0604496666805979349,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",10/4/2020,6/26/2018
309,Hernando Reese,44929.14,AUD,Australian Dollar,3545045401149241,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",8/27/2019,7/24/2021
310,Kelcey Spurgin,690030.77,EUR,US Dollar,3543138746790738,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",6/1/2020,10/20/2013
311,Laureen Circuit,673364.91,JPY,Australian Dollar,30316664796707,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",12/25/2021,5/31/2013
312,Clywd Grute,45189.9,JPY,British Pound,3573869867009036,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,8/31/2021,3/21/2020
313,Nathaniel MacEveley,812460.87,EUR,US Dollar,6387600953518674,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",4/11/2019,6/2/2021
314,Jesse Babb,395876.23,EUR,Australian Dollar,5428131867314235,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",5/30/2021,10/21/2019
315,Darby Gomersal,865055.12,USD,British Pound,201509736107472,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",5/29/2021,11/18/2011
316,Karia Carragher,692868.51,EUR,Japanese Yen,5610351300332425495,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",12/3/2019,7/4/2015
317,Werner Trahmel,110624.96,GBP,Australian Dollar,5020437459582598,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",2/12/2019,7/1/2011
318,Dorice Cullingford,684997.09,JPY,Australian Dollar,5602256363471052,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",5/4/2020,3/25/2012
319,Sutherland Maciocia,156743.29,USD,US Dollar,6397868528316423,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",1/24/2020,12/25/2021
320,Hayyim Dodman,61746.58,USD,US Dollar,3563648413809764,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",9/8/2019,2/8/2017
321,Roshelle Reinhart,322733.4,AUD,US Dollar,6759207379849471747,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,6/15/2019,7/12/2011
322,Deni Roscam,488886.7,USD,Japanese Yen,633499289254941094,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",1/25/2020,12/26/2014
323,Bear Packe,250524.59,EUR,US Dollar,374283880781026,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",7/17/2020,2/24/2018
324,Corliss Towlson,926284.35,GBP,US Dollar,4913419368861928,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",7/17/2019,6/21/2020
325,Mordecai Eastlake,495874.85,GBP,Australian Dollar,56022530710163686,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",4/23/2021,11/3/2020
326,Frazier Hubery,509509.01,AUD,Australian Dollar,3581746625618540,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",3/16/2021,10/8/2012
327,Craig Hoyes,273979.18,GBP,British Pound,4405938112200971,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",12/31/2019,3/6/2013
328,Tymothy Gwilym,727433.89,EUR,British Pound,3570407923011135,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",3/19/2019,4/30/2021
329,Torey Hanshawe,217503.6,GBP,British Pound,3549558967884064,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4/27/2019,4/11/2018
330,Morty Bastian,738709.87,GBP,British Pound,5100173403520771,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",2/10/2021,3/21/2015
331,Shanna Branthwaite,632979.8,AUD,Japanese Yen,6334100236255884161,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",9/30/2021,10/5/2018
332,Had Januszewicz,206664.65,GBP,Japanese Yen,5100131425526226,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,12/23/2019,4/3/2013
333,Turner Clinning,58395.89,EUR,Euro,36010017890655,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",6/7/2020,9/14/2010
334,Nichole Laddle,942358.4,AUD,Japanese Yen,3572044601371131,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.",10/22/2019,12/18/2021
335,Dixie Rayner,280882.47,USD,British Pound,30364716737030,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",6/1/2021,5/3/2010
336,Gery Maps,547940.12,AUD,US Dollar,3581501150626321,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",4/7/2021,9/21/2014
337,Martainn Torra,707909.2,AUD,Japanese Yen,5002355951329544,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",5/26/2019,5/12/2017
338,Reginald Crusham,190475.22,USD,Australian Dollar,564182205293150835,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",7/16/2019,11/5/2015
339,Nikaniki Viger,703755.35,AUD,British Pound,3575142951833820,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",4/7/2021,12/2/2012
340,Melania Kleinstub,681588.83,GBP,US Dollar,560222766023538284,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",7/26/2019,4/27/2016
341,Maegan Bernth,821909.58,JPY,US Dollar,3567950272696290,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1/20/2019,10/23/2020
342,Nevil McCluskey,480241.52,AUD,Euro,3549305183453641,"In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.

Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",1/29/2020,5/10/2016
343,Nessy Priver,809963.85,GBP,Australian Dollar,50203226671188838,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1/10/2021,2/12/2016
344,Rollie Brimson,696099.77,EUR,British Pound,6706760988393099,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4/20/2020,12/31/2016
345,Oren Kilcullen,448241.42,JPY,Euro,3530815364811848,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,6/17/2021,8/7/2016
346,Dode Kopacek,724632.65,AUD,Japanese Yen,3551964081978987,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",8/25/2019,9/28/2016
347,Ilse Richt,401346.81,EUR,British Pound,201639923355681,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",12/27/2020,12/2/2010
348,Laurel Milam,821339.14,JPY,US Dollar,5266233498393375,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",9/15/2019,12/4/2011
349,Vivien Toderi,8565.41,GBP,Australian Dollar,30212805457889,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",8/5/2020,4/25/2020
350,Arielle Caplin,776986.62,USD,US Dollar,3531619955994271,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",10/12/2020,5/29/2019
351,Lancelot Buist,750978.79,EUR,Japanese Yen,344013510877341,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",12/24/2021,11/6/2018
352,Florri Carnock,671179.77,EUR,Japanese Yen,3540132164384390,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",8/8/2021,2/12/2010
353,Roana Cookley,997991.31,USD,British Pound,5108753914507029,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1/11/2021,12/13/2010
354,Joannes Sinfield,587521.41,AUD,Euro,5241413401707172,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",2/16/2021,8/6/2010
355,Allayne Thams,374120.84,GBP,Australian Dollar,3579537171870815,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",4/28/2019,1/11/2014
356,Gladi Champkin,718828.24,AUD,British Pound,201672862721449,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",10/29/2021,11/14/2011
357,Carling Jurkowski,766776.31,JPY,Euro,30180041245188,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",8/3/2020,7/18/2011
358,Chloris Challoner,731671.34,JPY,US Dollar,30245749282054,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,7/24/2021,1/28/2021
359,Tiebout Firminger,362331.71,USD,British Pound,3586206204354178,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,4/13/2020,11/11/2020
360,Orlando de Zamora,801419.83,EUR,Euro,5010122104654404,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",6/23/2019,8/24/2017
361,Hannis Shoemark,426279.34,JPY,Euro,4175003430292305,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,11/29/2020,7/2/2020
362,Artur Eames,579850.26,JPY,Japanese Yen,4026211384373051,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,10/24/2021,7/12/2020
363,Carce Hazley,771525.33,GBP,Japanese Yen,5394691580728110,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,9/21/2021,3/15/2013
